Mentions,Sentiment,clean_text,prediksi_sentimen
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/s2n8xXKxiN",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/LK5Z5Ev67f",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/TyhqVfTRHm",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
KSP kawal penyaluran BLT minyak goreng. Integrasi Papua NKRI https://t.co/8Ssd7mIno3,Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
Kemendagri Apresiasi Penyaluran BLT DD kepada 82 KPM Nagari KampungÃ‚Â Dalam https://t.co/XbQyMxzuJ2,Positive,kemendagri apresiasi penyaluran blt dd kepada kpm nagari kampungã‚â dalam,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari https://t.co/Z5fkNm1WGi",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
https://t.co/idOjClgnWd: Kemendagri Apresiasi Penyaluran BLT DD Kepada 82 KPM Nagari Kampung Dalam - https://t.co/NEn7tUuaeb https://t.co/VnnNAsobfE,Positive,kemendagri apresiasi penyaluran blt dd kepada kpm nagari kampung dalam,Positive
"@elmahfudzi @ChusnulCh__ @SisiwittFrida @__Sridiana_3va Kl elu susah...
Susah aja sendiri...
Maka itu kl ada uang BLT elu manfaatin sebaikÃ‚Â²nya...
Jangan di pake  buat judi...kan makin bikin elu makin melarat...
Kl udah melarat nyalahin pemerintah...Ã°Â",Negative,kl elu susah susah aja sendiri maka itu kl ada uang blt elu manfaatin sebaikã‚â²nya jangan di pake buat judikan makin bikin elu makin melarat kl udah melarat nyalahin pemerintahã°â,Positive
"BSU 2022 Cair Awal Mei? Simak Informasi Pencairan BLT Subsidi Gaji Rp1 Juta https://t.co/dXJmoGUTO4 
#bsu2022 #BSUTepatDanAkuntabel",Positive,bsu cair awal mei simak informasi pencairan blt subsidi gaji rp juta,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat https://t.co/2M62DipwMb",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/MYAp4cYIV1",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Penyaluran BLT Dinilai Jadi Solusi Jokowi Atasi Kenaikan Harga Minyak Goreng
Integrasi Papua NKRI https://t.co/HhYZYLYgCF",Positive,penyaluran blt dinilai jadi solusi jokowi atasi kenaikan harga minyak goreng integrasi papua nkri,Positive
"KSP kawal penyaluran BLT minyak goreng
Integrasi Papua NKRI https://t.co/cjfq7yK6XN",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"KSP kawal penyaluran BLT minyak goreng
Integrasi Papua NKRI https://t.co/JnWgy7zB11",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"KSP kawal penyaluran BLT minyak goreng
Integrasi Papua NKRI https://t.co/m0b1bJISqN",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/ayBzmV5YFf",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari

Integrasi Papua NKRI
https://t.co/1cwwh2rOow",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"KSP Kawal Penyaluran BLT Minyak Goreng

Integrasi Papua NKRI https://t.co/FnciRRoVmy",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
Segera Akses https://t.co/MatYgtA89P untuk Cek Penerima BLT UMKM Rp 600 Ribu TahunÃ‚Â 2022 https://t.co/OKl6WJYV5f,Positive,segera akses untuk cek penerima blt umkm rp ribu tahunã‚â,Positive
"Kawal BLT, Integrasi Papua NKRI",Positive,kawal blt integrasi papua nkri,Positive
"Melalui akun Instagram resminya, pihak BPJS Ketenagakerjaan menyebutkan bahwa pencairan BLT subsidi gaji 2022 masih dalam proses.  

#BSUTepatDanAkuntabel",Negative,melalui akun instagram resminya pihak bpjs ketenagakerjaan menyebutkan bahwa pencairan blt subsidi gaji masih dalam proses,Positive
"Segera Akses https://t.co/j6o1i4SfnJ untuk Cek Penerima BLT UMKM Rp 600 Ribu Tahun 2022
 
https://t.co/ikqacDnJJU",Positive,segera akses untuk cek penerima blt umkm rp ribu tahun,Positive
"Menaggapi simpang siur jadwal cair BLT subsidi gaji 2022 untuk karyawan, pihak BPJS Ketenagakerjaan baru2 ini membuat pengumuman terbaru. 

#BSUTepatDanAkuntabel 

https://t.co/bHedceHtVc https://t.co/0Mcb4dhIYh",Negative,menaggapi simpang siur jadwal cair blt subsidi gaji untuk karyawan pihak bpjs ketenagakerjaan baru ini membuat pengumuman terbaru,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/1KPzOhVieJ",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Integrasi Papua NKRI | Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari https://t.co/YHrV6HxaQc",Positive,integrasi papua nkri rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"Integrasi Papua NKRI | Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari https://t.co/e4WJ1x81p7",Positive,integrasi papua nkri rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"Kabar Baik! Akan Segera Cair BLT UMKM Rp600.000. Ini Persyaratannya 

https://t.co/b2LQ0dCx2A",Positive,kabar baik akan segera cair blt umkm rp ini persyaratannya,Positive
"Daftar Nama Penerima BLT Mei 2022 Dapat Dicek Lewat https://t.co/wAG9qW18pG, Ada PKH dan BPNT yang Cair Lagi https://t.co/cneuJ7sRMy",Negative,daftar nama penerima blt mei dapat dicek lewat ada pkh dan bpnt yang cair lagi,Positive
"Kawal penyaluran BLT minyak goreng, Integrasi Papua NKRI https://t.co/qYNQeOMr3m",Positive,kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI 
https://t.co/MWWLYRtkLH",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Keliling mlg-sby-gsk-blt ga bikin cape. Kita emang jarak 150km ketemu 2mg sekali yang ketemunya bingung dimana bukan dasar buat jadi masalah di sebuah hubungan. Kangen pasti si, tapi semoga kedepan tetep baik2 aja dan bikin kisah lebih memorable lagi. Nex",Negative,keliling mlgsbygskblt ga bikin cape kita emang jarak km ketemu mg sekali yang ketemunya bingung dimana bukan dasar buat jadi masalah di sebuah hubungan kangen pasti si tapi semoga kedepan tetep baik aja dan bikin kisah lebih memorable lagi nex,Negative
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI 
https://t.co/HLwZ3vKZpE",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Integrasi Papua NKRI

KSP Pastikan BLT Minyak Goreng Diterima Masyarakat https://t.co/AYOSY7Gas9",Positive,integrasi papua nkri ksp pastikan blt minyak goreng diterima masyarakat,Positive
"@pengarang_sajak miskin? Hahaha...
ia sih, soalnya di tempat kami orang kaya, pengusaha, PNS, ASN, pemilik puluhan sawah juga kami bagi BLT. Krn stok yang benar-benar miskin minim.",Negative,miskin hahaha ia sih soalnya di tempat kami orang kaya pengusaha pns asn pemilik puluhan sawah juga kami bagi blt krn stok yang benarbenar miskin minim,Positive
"Integrasi Papua NKRI

KSP kawal Penyaluran BLT Minyak Goreng https://t.co/ufqmsPHPzW",Positive,integrasi papua nkri ksp kawal penyaluran blt minyak goreng,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI
https://t.co/CzELCRffpL",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari Integrasi Papua NKRI
https://t.co/jVOg3yIe5O",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari Integrasi Papua NKRI
https://t.co/3qS8TTmRuf",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI 
https://t.co/j1N82eh7A6",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari | Integrasi Papua NKRI
https://t.co/DmzwEHYW1f",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari | Integrasi Papua NKRI
https://t.co/wSvusJRmvI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Penyaluran BLT Dinilai Jadi Solusi Jokowi Atasi Kenaikan Harga Minyak Goreng
Integrasi Papua NKRI https://t.co/uD0F85x88v",Positive,penyaluran blt dinilai jadi solusi jokowi atasi kenaikan harga minyak goreng integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/mPIaJlvzZV",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/bKTK67CZn1",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Ksp kawal penyaluran BLT migor
Integrasi Papua NKRI https://t.co/aU8DKTyP34",Positive,ksp kawal penyaluran blt migor integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/agCEGwbeu6",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/h1boqf31W0
 Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/gl6nWK4mAO
 Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Desa ku cuma dapet 600 jutaan. buat apa? Buat BLT DD 40%, Ketahanan pangan 20%, penanganan covid 8%, terus sisanya buat yg lain-lain termasuk pembangunan. Itu berdasarkan perpres 104 th 2021 yg keluar bulan Desember. Lah pora hasil Musrenbang mawut kabeh",Negative,desa ku cuma dapet jutaan buat apa buat blt dd ketahanan pangan penanganan covid terus sisanya buat yg lainlain termasuk pembangunan itu berdasarkan perpres th yg keluar bulan desember lah pora hasil musrenbang mawut kabeh,Negative
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI https://t.co/X046U6nD5n",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/irjyeziJN9
Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/05xFxKdf15",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI
https://t.co/ozeyHJe1N3",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI
https://t.co/xpsHfXSX6f",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/4fbRATZeof
  Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI
https://t.co/fUkvF6Hhcf",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Integrasi Papua NKRI - Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/WCMeWd00k2",Positive,integrasi papua nkri rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"KSP kawal penyaluran BLT minyak goreng... 

Integrasi Papua NKRI https://t.co/EWareTNu79",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/BNyZqQAHi5

Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Integrasi Papua NKRI - Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/Ac1ZawnDAW",Positive,integrasi papua nkri rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/Qpo8B1QpGB
Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"KSP kawal penyaluran BLT minyak goreng
Integrasi Papua NKRI https://t.co/cnLeDoCVqw",Positive,ksp kawal penyaluran blt minyak goreng integrasi papua nkri,Positive
"Integrasi Papua NKRI - Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/kQtIfIyCmT",Positive,integrasi papua nkri rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari

Integrasi Papua NKRI
https://t.co/NeFSRyTTAo",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/vrhgzj8779",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/ofVay4jJeU",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/wFo1aThklf",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/6KLAXYQ0d4",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/b5rPAlDZWK",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Tekan lonjakan inflasi KSP pastikan BLT minyak goreng diterima masyarakat
Integrasi Papua NKRI https://t.co/2Snra0q5uG",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/2nEbFGh76e",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/4TLi3QPAXx",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/QfUVXff6LC
Integrasi Papua NKRI",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"KSP pastikan BLT minyak goreng diterima masyarakat
#IntegrasiPapuaNKRI https://t.co/1DZ5YS4pCE",Positive,ksp pastikan blt minyak goreng diterima masyarakat,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/zk8FhT7hfj",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Tekan lonjakan inflasi KSP pastikan BLT minyak goreng diterima masyarakat
Integrasi Papua NKRI https://t.co/71tiZ3bc1y",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/sVwacTB91M",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/ISbyErmHNX",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI https://t.co/OLeoCWXbLZ",Positive,rekor baru penyaluran blt minyak goreng capai persen dalam sepuluh hari integrasi papua nkri,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/6nZTLfK3oN",Positive,tekan lonjakan inflasi ksp pastikan blt minyak goreng diterima masyarakat integrasi papua nkri,Positive
