Mentions,Sentiment
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/6KLAXYQ0d4",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/b5rPAlDZWK",Positive
"Tekan lonjakan inflasi KSP pastikan BLT minyak goreng diterima masyarakat
Integrasi Papua NKRI https://t.co/2Snra0q5uG",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/2nEbFGh76e",Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/4TLi3QPAXx",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
https://t.co/QfUVXff6LC
Integrasi Papua NKRI",Positive
"KSP pastikan BLT minyak goreng diterima masyarakat
#IntegrasiPapuaNKRI https://t.co/1DZ5YS4pCE",Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/zk8FhT7hfj",Positive
"Tekan lonjakan inflasi KSP pastikan BLT minyak goreng diterima masyarakat
Integrasi Papua NKRI https://t.co/71tiZ3bc1y",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/sVwacTB91M",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari
Integrasi Papua NKRI
https://t.co/ISbyErmHNX",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari. Integrasi Papua NKRI https://t.co/OLeoCWXbLZ",Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat. Integrasi Papua NKRI https://t.co/6nZTLfK3oN",Positive
"Demi Infrastruktur  Citra Pembangunan Rakyatnya Jadi Korban ANTRI =

-Minyak Goreng
-BBM Solar
-Sembako Miskin BLT
-Vaksin Booster Terpaksa
  Syarat Mudik
-Antri Macet Tol Mahal jln
  Digembok2in PPKM Darurat
-Antri Demo Suarakan Jeritan 
  Rakyat Di Cega",Positive
"@alisyarief Menurut saya itulah politik akan tetapi sepanjang masyarakat menyukai BLT PKH dan lain sejenis subsidi ind tetap begitu begitu aja
Horas bangso Batak horas horas horas",Positive
"Pemdes Karang Mulia, Salurkan BLT DD Triwulanan Pertama di TahunÃ‚Â 2022 https://t.co/kuGvn54Wy1",Positive
"Belum lagi untuk biaya Posyandu dan penanganan STUNTING di Desa. Dan di 2022 selain BLT min 40% dr Dana Desa, 20% lagi untuk ketahanan pangan desa",Positive
KSP kawal penyaluran BLT  minyak goreng https://t.co/tnjNzEYRAu,Positive
KSP kawal penyaluran BLT  minyak goreng https://t.co/R4SqyyUiEK,Positive
Kemendagri Apresiasi Penyaluran BLT DD kepada 82 KPM Nagari KampungÃ‚Â Dalam https://t.co/zuodgPos0R,Positive
"Banyak, nder. Yg terbaru 40% buat BLT DD, 20% ketahanan pangan, 8% penanganan covid. 3 ini HARUS dilaksanakan. Desa ga bisa sembarangan bangun jalan kalo ga ada hubungannya sm regulasi yg terbaru. Yg bisa dikelola desa tinggal 38% yg di dalamnya termasuk ",Positive
@suprijadi20 @Satria_Rizki_ @setiakawan25 @Mdy_Asmara1701 @aniesbaswedan BLT punya pusat mah dibikin ribet kemarin nenek nenek ngantri pingsan... Enak punya DKi kartu lansia tiap 3 bulan cair udaah itu dana na besar 600rb sebulan plus ga ribet lagi ga per,Negative
"@JulBayur3 @ChusnulCh__ Ã°ÂŸÂ˜Â…Ã°ÂŸÂ˜Â…Ã°ÂŸÂ˜Â…Ã°ÂŸÂ˜Â… di era ini orang kuat beli mobil..sandang, pangan dan papan tercukupi masih mengharapakan BLT dari pemerintah...kalo ngk dikasih kata nya dizholimi pemerintah..
Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚ Lucunya pemb",Positive
"Banyak, nder. Yg terbaru 40% buat BLT DD, ada buat ketahanan pangan juga, detail lainnya ga hafal. Desa ga bisa sembarangan bangun jalan kalo ga ada hubungannya sama regulasi yg terbaru.",Positive
"BPNT Kartu Sembako 2022 Cair Mei Ini, Segera Akses https://t.co/wAG9qW18pG untuk Dapatkan BLT Rp2,4 Juta https://t.co/myR5NxwGu7",Positive
@Dennysiregar7 Kerjaan mu apa ya tiap hari ... pengangguran subsilidi BLT ya,Negative
"@NdrewsTjan @Nadyacarissa241 @Mi73Hel @EsterSusiani2 @Dennysiregar7 Iya bang.. baca berita jg pemerintah gk diem biarin masy ekonomi bawah kena dampak.. bnyk program pemerintah yg skrg dikerjakan mulai dr larang expor CPO biar harga migor bs normal lg, BL",Positive
"@MClump97 @mikir_mikiraja @VIVAcoid Apa yg dinikmati Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£
Ngurus migor saja gk becus
Kalah sama mafianya, malah sogok rakyatnya dgn blt Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£

Luu udh dpt kartu sembako kan yak Bong Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£ https://t.co/UkPyvmRHKo",Negative
"@asalkomentar69 @nanda_strand @Tita_TiO2 @AREAJULID Bener, dana desa disini memang nyampe 1,2M. Tapi tahun ini emang 40% untuk BLT DD, mau memperbaiki jalan rusak aja gak bisa dianggarkan krn emang gak boleh, fisik hanya boleh ada di ketahanan pangan untu",Positive
@AREAJULID Ini kalo mau ngelapor pembagian blt tidak merata untuk masyarakat yg memang membutuhkan dimana ya der? Kadesku suka bgt makan hak rakyat sdgkan kanan kiri saya kelaparan. Efek bukan ngedukung si kades pas pilkades jadi yg dikasi blt yg ngedukun,Negative
"@NdrewsTjan Itu pertanda ekonomi bergerak DODOOOOL,.yg kelas bawahpun demikian...coba lo nang ndeso ku, biarpun lo pny duwit,..cari pkrja susah..laki2 - perempuan smua bkrja....blm bantuan2 dr pemerintah ( PKH, BLT, d sgl macem dana bantuan ),....rakyat h",Negative
"@ShiddiqWiyono @elProgresif Nikmati ajalah masih ada 2 tahun, ntar BLT dan prakerja kamu nikmati jg, raskin jg iya?",Positive
@Satria_Rizki_ @setiakawan25 @Mdy_Asmara1701 @aniesbaswedan Pasti lu dapat BLT juga kan??,Negative
"@Borexs51 @Ndaxwz @DivHumas_Polri @CCICPolri @ListyoSigitP @KSPgoid Yg makan Taek itu cebong,Taek jokowi.lho gak sadar kolam cebong peliharaan Jokowi dialiri air seni dan kotorannya.cebong itu gak ada otaknya,kl pun ada pasti kecil itu pun busuk.knp?Krn s",Positive
@FirzaHusainID O..itu setahun sekali yu..beda ama orng kaya tiap saat bisa ke luar negeri..jadi jangan kau anggap rakyat kecil sejahtera..blt dan bansos tetep jalan terus..itu tanda wong cilik msh susah.yg lebih parah bansos covid pun dirampok gerombolan ,Positive
"@Sul_Just_Sullya @AREAJULID Yes blt dd seingatku harus 40% dari dana desa, terus belum lagi tunjangan rt/rw/pkk/guru tk paud desa, program pengembangan tk/paud, posyandu, stunting dll. Bukan cuma buat bangun2 aja Ã°ÂŸÂ™Â",Positive
"@YAvokad @CNNIndonesia BLT cm djadikan penghibur,,,rakyat kecil jd kaya anak kecil...",Positive
"@wxfayy @kebohejoreborn @AREAJULID nah bener, boro2 mau nikmatin duit desa kadang gaji aja dipotong karena kurangan untuk BLT warga yang mau dapet semua:)",Positive
"@Tita_TiO2 @YanuarHRamadhan @AREAJULID Saya jadi oposisi berakhir jadi musuh 1 desa mba Ã°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â gara"" Nanya DD untuk BLT covid yang di bagikan ke sanak sodara perangkat desa dan para pendukung nya di serang balik loh. 
Bahkan saat laporan ada tet",Positive
"@Sul_Just_Sullya @kebohejoreborn @auliaasyy @ohbegitusip Oh iah kalo semisal dana desa di kelola dengan baik gakan ada ko masyarakat yang bikin twitt sarkasm kaya di atas. 

Sayangnya banyak sekali kades yang gak amanah Ã°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â . 

Di desa saya a",Positive
"@WilsonBenjiro 5. Pasca pandemi peruntukan DD mengalami perubahan komposisi yaitu minimal 40% untuk pemberian BLT kepada masyarakat selama 12 bulan, 20% untuk ketahanan pangan masyarakat, 8% utk membiayai kegiatan penanggulangan covid, dan sisanya baru bi",Positive
"@kebohejoreborn @auliaasyy @ohbegitusip Mbaknya kalo ngomong gitu di depan saya langsung tak sawat pake SPJ BLT DD mbak Ã°ÂŸÂ‘Â
Ojo gampang bilang sorkas sarkas, kalaupun ada kades yg bisa study tour blablabla itu mereka seringnya motong duit gaji, ditab",Negative
"@maukifbae1 Bukan yg rekening mas, kalo rekening mah gampang. Ini BLT DD yg dari dana desa. Soale kan LPJ itu ke kecamatan dan pemkab. Gitu",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari, Integrasi Papua NKRI
https://t.co/NABulYkE47",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari, Integrasi Papua NKRI
https://t.co/ybQeHh85so",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari, Integrasi Papua NKRI
https://t.co/WWhcRCBWXd",Positive
Perlu libatkan mahasiswa utk memverifikasi ulang kelayakan penerima bansos atau blt agar penerima tepat sasaran,Positive
"Tekan lonjakan inflasi, KSP pastikan BLT minyak goreng diterima masyarakat https://t.co/Zz0U6mPhlp",Positive
KSP kawal penyaluran BLT minyak goreng https://t.co/wfPyD9TKoY,Positive
@henrysubiakto @UtunBack Ã°ÂŸÂ™Â„duit dari BLT..?? https://t.co/DBnc9i4pp9,Negative
"@Dhanaa__ @Maruf18748102 @NdrewsTjan @Dennysiregar7 Yg ngantri BLT ada yg paka pcx , nmax, gelang emas nya berderet dilengan nya, tergantung orang nya punya sifat malu apa gak ? Udah mampu, masih ngantri BLT",Negative
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari - Integrasi Papua NKRI
https://t.co/CLVK9B8bpj",Positive
"@AREAJULID pertengahan tahun 2020 dan sepanjang 2021 Dana Desa di-refocusing untuk pemulihan ekonomi di masa pandemi, ga boleh buat infrastruktur, dialihkan ke BLT DD, satgas covid dll",Positive
Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/ATI6ntTeon,Positive
"pembagian Bantuan Langsung Tunai (BLT) minyak goreng sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/iAQauW6CM3",Negative
vegan blt or ceaser salad,Positive
"@Dhanaa__ @NdrewsTjan @Dennysiregar7 Namanya org susah jgn kan di Indonesia,noh main ke Saudi negara kaya tetep ae ada yg miskin ,soal BLT itu sbg perhatian pemerintah.Jadi tdk bisa dijadikan tolak ukur bhw masyarakat semua susah alias miskin !",Positive
"wih, ok deh! 
Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/w71kch6QCC",Positive
"wah, luar biasa! 
pembagian Bantuan Langsung Tunai (BLT) minyak goreng sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/oDmNfQ0qRW",Neutral
"wow Luar biasa banget! 
Presiden Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/wwJOkfj0Ve",Positive
"Penyaluran BLT DD Triwulan 1 T.A 2022 Desa Mandalawangi, Kec. Mandalawangi, Pandeglang, Banten
#BerkahDDRamadhan

@jokowi 
@halimiskandarnu
@Kemendespdtt
@malik_haramain
@imansyukri
@taufikmadjid71
@azzameldzikrie 
@tppkemendes 
@acongteahasan79
@ndrairaw",Positive
"wah, luar biasa! 
pembagian Bantuan Langsung Tunai (BLT) minyak goreng sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/XASwsUAm0X",Neutral
"berusaha yang terbaik.
Presiden Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/Z11wCBRAKF",Positive
"The best, gtu loh! 
Penyaluran Bantuan Langsung Tunai (BLT) minyak goreng yang di berikan oleh pemerintah sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/kVr3mQenGU",Negative
"Mantap Banget nih!
Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/YPZMi55xjw",Positive
"The best, gtu loh! 
Penyaluran Bantuan Langsung Tunai (BLT) minyak goreng yang di berikan oleh pemerintah sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/hUyzmDWdsU",Negative
"Mantap Banget nih!
Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/N4UW3r77Ic",Positive
"Mantap banget yah! 
pembagian Bantuan Langsung Tunai (BLT) minyak goreng sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/Zg1rFcu2tt",Negative
"The best, gtu loh! 
Penyaluran Bantuan Langsung Tunai (BLT) minyak goreng yang di berikan oleh pemerintah sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/XVJgylQxee",Negative
Presiden Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/evxIs7rjAR,Positive
Jokowi mengapresiasi pembagian bantuan langsung tunai (BLT) minyak goreng. #DukungMendagLutfi https://t.co/lnALHFrqaO,Positive
"pembagian Bantuan Langsung Tunai (BLT) minyak goreng sudah sampai angka 98,3 persen. #DukungMendagLutfi https://t.co/i0MKgr1fYL",Negative
@Tan_Mar3M belom GAJI PEGAWAI NEGERI DR JOKOWI.bantuan sembako .BLT..dLL dr JOKOWI... giliran beban negara rakyat yg nanggung..,Negative
Pemerintah beri BLT atas kelangkaan minyak goreng https://t.co/zMcCpp7JDp,Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari.Integrasi Papua NKRI...
https://t.co/9b24sf0MfW",Positive
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari.Integrasi Papua NKRI...
https://t.co/GCc6Ccu5cc",Positive
KSP kawal penyaluran BLT minyak goreng https://t.co/QKc5gfDs0s,Positive
"Penyaluran Bantuan Sosial BLT Minyak Kementerian Sosial RI di Kabupaten Lamongan melalui PT. POS

@kemensosri 
@dinsosjatim 
@yuhronur_yes
@posindonesia.ig 
@kodim_0812
@satpol_pp_lamongan
#kemensos  #dinsoshadir #dinsoshadir #lamonganmegilan #bltminyak  ",Positive
KSP kawal penyaluran BLT minyak goreng https://t.co/eaNcsAzUxJ,Positive
"Jelang Lebaran, 4 Desa di Kecamatan Rantobaek Salurkan BLT Ã¢Â€Â“ DD Tahun 2022, 3Ã‚Â Bulan https://t.co/Q3bAHVimX5",Positive
KSP kawal penyaluran BLT minyak goreng https://t.co/G8VHvAFWLr,Positive
@D0Y0urbae nikah bisa pakai BLT ga ya?,Neutral
wah salut si dengan apresiasi pak jokowi yang bisa mensukseskan pembagian BLT minyak goreng ini #DukungMendagLutfi https://t.co/721wGW8cIR,Neutral
terbaik kan apresiasi dari pak jokowi karena penyaluran BLT minyak goreng ini lancar #DukungMendagLutfi https://t.co/0phLX7gTsF,Positive
"terbaik kan penyaluran BLT minyak goreng sudah mencapai 98,3% nih jadinya oke banget #DukungMendagLutfi https://t.co/BUoP6wYsgG",Positive
"nah ini harus banget di apresiasi ya kan, suksesnya pembagian BLT minyak goreng ini jadi bikin salut pak jokowi ya kan #DukungMendagLutfi https://t.co/iaBmCMzVNw",Positive
"terbaik kan penyaluran BLT minyak goreng sudah mencapai 98,3% nih jadinya oke banget #DukungMendagLutfi https://t.co/M0xVPXKYS0",Positive
"nah ini harus banget di apresiasi ya kan, suksesnya pembagian BLT minyak goreng ini jadi bikin salut pak jokowi ya kan #DukungMendagLutfi https://t.co/s4XLWta7wt",Positive
ada gak sih orang baca buku plotnya TRAGIS tp playlist bacaannya blt (iya gw),Negative
"Apakah BSU 2022 Sudah Cair dan Disalurkan ? 
Simak Info Terbaru BLT Subsidi Gaji Rp1 Juta di Sini.

#BSUTepatDanAkuntabel

https://t.co/ytkAUpTGSg",Positive
"Saat ini banyak yang bertanya cara login BSU BPJS Ketenagakerjaan untuk cek penerima bantuan subsidi upah, BSU BPJS Ketenagakerjaan 2022 kapan cair dan cara daftar BLT.

Yuk cek jadwal BSU Mei 2022 kapan cair via 4 status berikutÃ°ÂŸÂ‘Â‡
#BSUTepatDanAkunt",Positive
"ÃƒÂ—ÃƒÂ—ÃƒÂ—
Cek BSU 2022 BPJS Ketenagakerjaan, Pekerja dengan Tanda Ini di https://t.co/l8GSk8ob6a dapat BLT Subsidi Gaji Rp 1 Juta

@KemnakerRI
#BSUTepatDanAkuntabel
https://t.co/9UsDD81iVp",Positive
"@Tri_andhikaaa @AREAJULID di Desa ada 5 Bidang kegiatan, dan DDS dlu hanya bs di bidang 2 (Bid. Pembangunan) dan 4 (Bid. Pemberdayaan) tapi sejak Pandemi BLT masuk di Bid 5. Tak terduga, klo sedangkan ADD bisa disemua bidang tapi biasanya di Bid 1 Pemerin",Positive
"@Dessy91062417 @AREAJULID Klo dr pemerintah pusat atau daerah bukan BLT, klo BLT yg dpt ditentukan dr Musdes, karena bnyak bantuan untuk Masyarakat, bisa saja ibu nya dpt PKH atau BPNT dan selain BLT (DDS) Jarang yg bs di tunai kan, harus ambil sembako dl",Negative
"BSU Pasti Cair

Penerima BSU 2022 bisa cek di link resmi milik Kemnaker ya gaess. Seperti sebelumnya, BLT subsidi gaji bisa langsung cair. 

#BSUTepatDanAkuntabel https://t.co/QMEicl0v2H",Neutral
Sukseskan pendistribusian BLT untuk rakyat #DukungMendagLutfi,Positive
"Polres Pessel Kembali Salurkan Bantuan Langsung Tunai Pangan Minyak Goreng Bagi Pedagang Kaki.... 
SelengkapnyaÃ¢ÂÂ¬Ã¢ÂÂ¬
 https://t.co/9haFOh0dpD
 https://t.co/PBxHwEkkgO
@Satbinmaspessel @KominfoPesisir @polseksutera @polseklengayang @polsekranah @hum",Positive
BLT minyak goreng cair sebelum lebaran. https://t.co/mXaQ9TnKmQ,Neutral
BLT minyak goreng cair sebelum lebaran. https://t.co/HYLhPTQNna,Neutral
@Tita_TiO2 @AREAJULID BLT di tempatku ga tepat sasaran. Adeknya RT yang notabennya berkecukupan aja dapet,Positive
"Aparat desa yang terdiri dari Ketua RT hingga Ketua BPD di Desa Paslal, Mangoli Tengah, Kepulauan Sula, diduga terima BLT. Warga minta Polisi periksa Kepala Desa Sudarno Kaufua. #publishrstory https://t.co/w1YZPN0PE7",Positive
BLT DD Tahap 4 Tahun 2022 di Salurkan PemdesÃ‚Â Blimbing https://t.co/sIZxCDN17l,Positive
Hello bila nak kelua dr bulatan tok oh Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­sejam stgh dah dr rmh ke matang tok lom gik blt ke rmh Ã°ÂŸÂ™Â„Ã°ÂŸÂ™Â„ https://t.co/iFV9oaENcL,Positive
Pendampingan Penyaluran BLT-DD https://t.co/UU8jLFurEy https://t.co/zWPUv3Lkvy,Positive
BLT Migor Rp 300 Ribu Nendang? Ini Jawabannya https://t.co/R31zJmgQc2,Negative
"@AREAJULID Belum lagi untuk biaya Posyandu dan penanganan STUNTING di Desa (biasa nya untuk Makanan Tambahan)

Dan di 2022 selain BLT min 40% dr Dana Desa, 20% lagi untuk ketahanan pangan desa (bs berupa pemberian bibit tanaman atau ternak ke kelompok yg ",Positive
"BLT Migor Rp 300 Ribu Nendang? Ini Jawabannya - https://t.co/dYoOhU265o 

#IDCORNER",Negative
@AREAJULID Wkwkwk. Yakali buat jalan doang. Ada persenannya buat blt dd dll kaliÃ°ÂŸÂ˜Â‚,Negative
Pemerintah Nagari Pilubang Salurkan BLT Dana Desa - https://t.co/IHC7QBtc9A,Positive
"sukses! Presiden Jokowi apresiasi pembagian BLT minyak goreng telah mencapai 98,3% #DukungMendagLutfi https://t.co/UXsfUBFTgO",Positive
@sammyhalim @EeboneNeehh @Dennysiregar7 Lo gk salah ya ? Bukannya Cebi Idiot yg mentalnya cuma berani di Medsos koar2 sok hidup bahagia nyatanya bantuan BLT antri paling depanÃ°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£,Negative
"@farobihasan331 @kurawa @aniesbaswedan Jd boleh pk rasisme pd saat pemilihan, asal pas dah berkuasa bgn rumah ibadah

Mirip kyk..

Boleh menang pk money politik, asal pas dah berkuasa kasi BLT?",Negative
"Pada tahun 2022 ini, kemnaker memberikan BLT subsidi upah Rp 1 jt utk 8,8 jt karyawan yg setiap bulannya hanya menerima gaji kurang dari 3,5 juta. 

Pastikan kamu memenuhi persyaratannya.
#BSUTepatDanAkuntabel

https://t.co/C1ZK1ixSiZ",Positive
"@AREAJULID Anggaran kabupatrn 500jt cuma bisa bangun jalan kab. 500 meter.., nder... trus selama covid uangnya dibagiin BLT 40% x 1 millya aja berp.. 400jt dibagiin..",Negative
Dana desa th 2020 sampe sekarang tidak boleh ada pembangunan deh kayaknya fokus blt buat covid,Positive
"@AREAJULID blt (bantuan langsung telas), pembangunan lain misal rubuha kalo petani usul",Negative
"@AREAJULID kan dana desa nd semua nya ke pembangunan , sedangkan untuk blt dd harus minimal 40% dari anggaran dana desa dan sisa nya harus di berbagi ke setiap dusun untuk pembangunan.",Positive
Efektifkah Kebijakan BLT Minyak Goreng? Ini Komentar LPEM UI https://t.co/ckoJVavtFy,Negative
"Yuk ketahui info BLT Subsidi Gaji terbaru dgn Login ke BSU BPJS Ketenagakerjaan untuk cek daftar penerima bantuan subsidi upah 2022.

#BSUTepatDanAkuntabel 

https://t.co/cIMenngzBx",Negative
"@rahmadi_ifki @melon_asemurat @msaid_didu Kebijakan yg pro rakyat salah satu, BLT, KIP, dan sembako murah bagi orang yg tidak mampu. Jadi kalau keritis itu harus obyektif, bukan tebar hoak, twit dan  gambar berbeda. Ã°ÂŸÂ’Â©Ã°ÂŸÂ’Â©Ã°ÂŸÂ’Â©Ã°ÂŸÂ’Â©Ã°ÂŸÂ’Â",Negative
"Syukur Masyarakat dalam penyaluran BLT DD di Provinsi Aceh kab. Nagan Raya. Kec. Seunagan. Desa pante Ceureumen
@jokowi
@halimiskandarnu
@imansyukri
@Zarmin_s
@Brigade01Arwan1
@P3mdR
@HasanZulfahmi
@kemendesapdtt
@AcehTpp https://t.co/R1bmX4ZjPs",Positive
"@inunisasi @AREAJULID Tergantung kebijakan masing2 desa kak, kan masih sisa 32% tuh setelah kepotong blt dd, ketahanan pangan sama penanganan covid, kalo misal emang pembangunannya urgent bisa dianggarkan Ã°ÂŸÂ˜ÂÃ°ÂŸÂ‘ÂÃ°ÂŸÂÂ»",Negative
"Sukses! Presiden Jokowi apresiasi pembagian BLT minyak goreng telah mencapai 98,3% #DukungMendagLutfi https://t.co/L3edyaOI8r",Positive
"Alhamdulillah penyaluran BLT minyak goreng ini sudah 98,3% nihh, jadi pak jokowi mengapresiasi kinerja terbaik ya kan #DukungMendagLutfi https://t.co/D6PtOzZrmd",Positive
"Para pekerja atau buruh nampaknya masih menantikan, kapan tanggal resmi pencairan dana BSU 2022 dari @KemnakerRI
BSU BPJS Ketenagakerjaan 2022 kapan cair lagi? 
Simak jadwal pencairan dan cara cairkan dana BLT subsidi gaji.

#BSUTepatDanAkuntabel 
https:/",Negative
"Kapan BSU 2022 Cair?
Cek Nama Penerima BLT Subsidi Gaji Rp1 Jutaa Lengkap dengan Info Terbaru @KemnakerRI.
#BSUTepatDanAkuntabel 
https://t.co/5AMaULiNPD",Negative
"Cara Login dan Daftar BSU Subsidi Gaji 2022, Kapan Cair? Cek https://t.co/9iCCPGasBH login blt.
SIMAK Cek Status Penerima BSU Rp 1 Juta, KLIK https://t.co/Ofu1iPM1qH atau https://t.co/9iCCPGasBHÃ°ÂŸÂ‘Â‡Ã°ÂŸÂ‘Â‡Ã°ÂŸÂ‘Â‡
https://t.co/GcXaPHMu8g

Mudik2022",Positive
